work_key,title,year,doi,primary_mechanism_code,primary_mechanism_en,primary_mechanism_cn,primary_task_code,primary_task_en,primary_task_cn,secondary_task_codes,all_title_rule_hits,classification_rule,public_visible,public_available_location_identified,best_public_url,record_url,sources,screening_level
doi:10.20944/preprints202504.1332.v1,PRONOBIS:A Robotic System for Automated Ultrasound-Based Prostate Reconstruction and Biopsy Planning,2025,10.20944/preprints202504.1332.v1,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.preprints.org/frontend/manuscript/fd015df7c2b1958ca1eac1c3f464c859/download_pub,https://doi.org/10.20944/preprints202504.1332.v1,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.20944/preprints202508.1647.v1,Reinforcement Learning for Robot Assisted Live Ultrasound Examination,2025,10.20944/preprints202508.1647.v1,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.preprints.org/frontend/manuscript/0bf5b73aaff80d0517a1f10a1cb410ac/download_pub,https://doi.org/10.20944/preprints202508.1647.v1,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.20965/jrm.2023.p1281,Image Search Strategy via Visual Servoing for Robotic Kidney Ultrasound Imaging,2023,10.20965/jrm.2023.p1281,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,http://dx.doi.org/10.20965/jrm.2023.p1281,https://doi.org/10.20965/jrm.2023.p1281,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.21037/jtd-2025-1966,Diagnostic accuracy of rapid on-site evaluation (ROSE) during robotic bronchoscopy.,2026,10.21037/jtd-2025-1966,1.1,Active observational sensing,主动观察式检测,A4,Bronchoscopic observation and navigation,支气管镜观察与导航,,A4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.21037/jtd-2025-1966,https://doi.org/10.21037/jtd-2025-1966,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.21203/rs.3.rs-2371365/v1,"Contactless, autonomous robotic alignment of optical coherence tomography for in vivo evaluation of diseased retinas",2023,10.21203/rs.3.rs-2371365/v1,1.1,Active observational sensing,主动观察式检测,A5,Optical coherence tomography acquisition,光学相干断层成像采集,,A5,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.researchsquare.com/article/rs-2371365/latest.pdf,https://doi.org/10.21203/rs.3.rs-2371365/v1,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.21203/rs.3.rs-3314593/v1,Autonomous Swab Robot for Naso- and Oropharyngeal COVID-19 Screening,2023,10.21203/rs.3.rs-3314593/v1,1.3,Sample-based interactive diagnosis,采样式交互诊断,S5,Swab and cavity-specimen collection,拭子与腔道标本采集,,S5,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.researchsquare.com/article/rs-3314593/latest.pdf,https://doi.org/10.21203/rs.3.rs-3314593/v1,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.21203/rs.3.rs-8414938/v1,A Dual‑Agent Learning Framework Enables Level 3+ Autonomous Robotic Bronchoscopy,2026,10.21203/rs.3.rs-8414938/v1,1.1,Active observational sensing,主动观察式检测,A4,Bronchoscopic observation and navigation,支气管镜观察与导航,,A4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.researchsquare.com/article/rs-8414938/latest.pdf,https://doi.org/10.21203/rs.3.rs-8414938/v1,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.21203/rs.3.rs-9278913/v1,An FBG Tactile Sensor Array and Self-SupervisedContrastive Learning Transformer for TumorDepth Estimation in Robotic Palpation,2026,10.21203/rs.3.rs-9278913/v1,1.2,Response-based interactive diagnosis,响应式交互诊断,R1,Robotic palpation,机器人触诊,,R1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.researchsquare.com/article/rs-9278913/latest.pdf,https://doi.org/10.21203/rs.3.rs-9278913/v1,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.2139/ssrn.4661100,Visual Perception-Guided Robotic Arm Automatic Ultrasound Scanning 3d Imaging System,2023,10.2139/ssrn.4661100,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.2139/ssrn.4661100,https://doi.org/10.2139/ssrn.4661100,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.2139/ssrn.6201886,"An Autonomous Robotic System for Operator-Free, Standardized Breast Ultrasound",2026,10.2139/ssrn.6201886,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.2139/ssrn.6201886,https://doi.org/10.2139/ssrn.6201886,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.2214/ajr.18.19698,18 F-FDG PET/CT-Guided Real-Time Automated Robotic Arm–Assisted Needle Navigation for Percutaneous Biopsy of Hypermetabolic Bone Lesions: Diagnostic Performance and Clinical Impact,2019,10.2214/ajr.18.19698,1.3,Sample-based interactive diagnosis,采样式交互诊断,S1,Percutaneous or core-needle biopsy,经皮或芯针活检,,S1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.2214/ajr.18.19698,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.2316/j.2026.201-0598,DESIGN OF AN AUTONOMOUS CARDIAC SCANNING SYSTEM FOR ULTRASOUND ROBOTS. 125-137,2026,10.2316/j.2026.201-0598,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.2316/j.2026.201-0598,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.23919/iccas55662.2022.10003798,Toward an automatic diagnostic scanning robotic system using ultrasound images,2022,10.23919/iccas55662.2022.10003798,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.23919/iccas55662.2022.10003798,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.29007/dj33,Autonomous image-based ultrasound probe positioning via deep learning,2018,10.29007/dj33,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://easychair.org/publications/preprint_open/XmZ9,https://doi.org/10.29007/dj33,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.31256/hsmr2018.37,Autonomous image-based ultrasound probe positioning via deep learni,2018,10.31256/hsmr2018.37,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.31256/hsmr2018.37,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.31256/hsmr2022.19,Towards Autonomous Robotic Ultrasound Scanning using Pneumatically Attachable Flexible Rails,2022,10.31256/hsmr2022.19,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.31256/hsmr2022.19,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.31256/hsmr2023.40,Learning Robotic Ultrasound through Coaching,2023,10.31256/hsmr2023.40,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.31256/hsmr2023.40,https://doi.org/10.31256/hsmr2023.40,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.31256/hsmr2023.76,Breast surface reconstruction utilising autonomous robotic assisted ultrasound image acquisition,2023,10.31256/hsmr2023.76,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://doi.org/10.31256/hsmr2023.76,https://doi.org/10.31256/hsmr2023.76,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.31256/hsmr2024.49,Enhancing Capsule Endoscopy with Robotic Magnetic Manipulation and Wireless Power Transfer,2024,10.31256/hsmr2024.49,1.1,Active observational sensing,主动观察式检测,A3,Active or magnetically controlled capsule endoscopy,主动或磁控胶囊内镜检查,,A3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.31256/hsmr2024.49,Crossref,comparable conservative automated title screen; full-text inclusion pending
doi:10.31256/hsmr2024.60,UltraGelBot: Autonomous Gel Dispenser for Robotic Ultrasound,2024,10.31256/hsmr2024.60,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://arxiv.org/pdf/2406.19678,https://doi.org/10.31256/hsmr2024.60,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.31256/hsmr25.11,Soft Optical Shape-Sensing with Thin-Film Color Tuning for Autonomous Soft Robotic Bronchoscopy Navigation,2025,10.31256/hsmr25.11,1.1,Active observational sensing,主动观察式检测,A4,Bronchoscopic observation and navigation,支气管镜观察与导航,,A4,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,0,,https://doi.org/10.31256/hsmr25.11,Crossref; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3349/ymj.2017.58.1.139,"Development of a Robotic Colonoscopic Manipulation System, Using Haptic Feedback Algorithm.",2017,10.3349/ymj.2017.58.1.139,1.1,Active observational sensing,主动观察式检测,A2,Flexible gastrointestinal endoscopic examination,胃肠柔性内镜检查,,A2,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,http://eymj.org/Synapse/Data/PDFData/0069YMJ/ymj-58-139.pdf,https://doi.org/10.3349/ymj.2017.58.1.139,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
doi:10.3389/fmicb.2025.1687021,AI-powered three-category Helicobacter pylori diagnosis via magnetic controlled capsule endoscopy: a multicenter validation of a vision-language model.,2025,10.3389/fmicb.2025.1687021,1.1,Active observational sensing,主动观察式检测,A3,Active or magnetically controlled capsule endoscopy,主动或磁控胶囊内镜检查,,A3,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2025.1687021/pdf,https://doi.org/10.3389/fmicb.2025.1687021,Europe PMC,comparable conservative automated title screen; full-text inclusion pending
doi:10.3389/frobt.2021.645424,Robotic Ultrasound Scanning With Real-Time Image-Based Force Adjustment: Quick Response for Enabling Physical Distancing During the COVID-19 Pandemic.,2021,10.3389/frobt.2021.645424,1.1,Active observational sensing,主动观察式检测,A1,Ultrasound examination and active scanning,超声检查与主动扫描,,A1,terminal evidence-action hierarchy: sample > response > observation; route-specific task precedence,1,1,https://www.frontiersin.org/journals/robotics-and-ai/articles/10.3389/frobt.2021.645424/pdf,https://doi.org/10.3389/frobt.2021.645424,Europe PMC; OpenAlex,comparable conservative automated title screen; full-text inclusion pending
